78;0.002;81
70;0.002;43
108;0.002;43
87;0.002;136
100;0.002;20
74;0.005;50
98;0.003;73
86;0.002;25
92;0.002;25
916;0.004;257
844;0.003;154
944;0.004;712
913;0.004;550
884;0.004;1315
888;0.005;1471
922;0.003;401
938;0.004;928
843;0.003;413
183;0.002;73
142;0.002;145
182;0.002;266
179;0.005;86
127;0.002;31
179;0.002;118
176;0.002;169
237;0.003;39
193;0.003;109
1901;0.009;2098
1816;0.01;2665
1747;0.005;631
1844;0.008;3705
1834;0.007;2316
1881;0.005;913
1836;0.005;1521
1708;0.009;1393
1726;0.007;1693
280;0.002;351
265;0.002;127
273;0.002;442
238;0.002;306
271;0.001;561
279;0.002;71
299;0.002;66
268;0.002;96
256;0.001;100
459;0.002;259
467;0.003;442
469;0.003;349
445;0.002;205
408;0.004;370
465;0.005;171
517;0.003;191
478;0.003;439
461;0.006;881
133;0.002;71
123;0.003;57
144;0.002;109
126;0.002;73
136;0.002;120
137;0.002;55
135;0.002;141
148;0.004;55
150;0.002;127
1334;0.009;1900
1365;0.007;561
1399;0.008;1096
1272;0.007;296
1242;0.01;509
1282;0.008;337
1359;0.011;1889
1310;0.006;1045
1256;0.006;1011
252;0.003;253
265;0.003;73
230;0.003;193
300;0.004;241
280;0.005;221
278;0.003;121
272;0.004;121
260;0.003;78
273;0.003;181
2701;0.013;2803
2714;0.009;1387
2759;0.011;1849
2620;0.01;1195
2676;0.01;2226
2710;0.012;1369
2731;0.013;2017
2710;0.008;715
2551;0.011;744
380;0.003;361
404;0.004;163
408;0.003;386
475;0.004;411
402;0.003;326
408;0.004;373
402;0.003;214
418;0.003;241
387;0.003;89
687;0.004;394
654;0.004;473
732;0.005;1126
702;0.004;673
658;0.004;355
680;0.005;309
676;0.006;801
709;0.004;247
635;0.004;289
162;0.003;139
187;0.003;133
197;0.003;73
171;0.003;97
157;0.004;57
181;0.003;86
162;0.003;57
181;0.003;91
167;0.003;82
1824;0.007;1423
1813;0.009;889
1804;0.008;1051
1731;0.008;696
1777;0.008;1091
1832;0.009;1066
1930;0.008;626
1783;0.009;877
1829;0.008;901
362;0.003;109
414;0.004;154
369;0.003;169
378;0.004;148
366;0.004;451
370;0.003;111
339;0.004;103
349;0.003;73
345;0.003;209
3506;0.011;893
3638;0.011;2674
3465;0.012;1337
3494;0.011;741
3657;0.012;793
3662;0.011;1777
3602;0.016;1697
3655;0.012;1241
3537;0.012;3257
541;0.004;577
549;0.004;137
553;0.004;204
570;0.004;99
490;0.004;226
525;0.004;513
526;0.004;295
600;0.004;177
557;0.003;153
884;0.007;485
913;0.005;299
887;0.005;397
925;0.005;415
885;0.005;208
841;0.006;518
844;0.005;337
889;0.005;225
896;0.006;257
224;0.003;57
219;0.003;127
173;0.003;113
215;0.003;127
242;0.004;49
186;0.004;97
244;0.003;81
239;0.003;82
205;0.003;79
2158;0.009;483
2133;0.011;1267
2253;0.01;1689
2300;0.01;703
2280;0.01;865
2182;0.012;1405
2185;0.011;1086
2235;0.011;1128
2228;0.01;751
433;0.003;97
436;0.004;401
467;0.005;217
459;0.004;260
481;0.004;361
440;0.004;280
428;0.004;185
496;0.004;128
467;0.004;122
4500;0.011;1673
4316;0.012;1075
4515;0.013;1520
4593;0.011;2261
4271;0.013;2321
4611;0.014;2881
4201;0.013;1633
4506;0.012;1941
4335;0.013;2146
600;0.005;172
714;0.005;372
658;0.004;204
676;0.006;547
670;0.005;161
688;0.007;625
664;0.005;491
675;0.005;189
664;0.005;433
1169;0.007;393
1058;0.007;469
1183;0.006;226
1189;0.009;953
1160;0.006;400
1094;0.007;288
1146;0.007;386
1093;0.006;519
1129;0.007;730
