78;0.002;81
70;0.002;43
108;0.002;43
87;0.002;136
100;0.002;20
74;0.002;50
98;0.002;73
86;0.002;25
92;0.002;25
916;0.003;257
844;0.003;154
944;0.004;712
913;0.003;550
884;0.004;1315
888;0.004;1471
922;0.003;401
938;0.003;928
843;0.003;413
183;0.002;73
142;0.002;145
182;0.002;266
179;0.002;86
127;0.002;31
179;0.002;118
176;0.002;169
237;0.002;39
193;0.002;109
1901;0.006;2098
1816;0.006;2665
1747;0.005;631
1844;0.007;3705
1834;0.006;2316
1881;0.005;913
1836;0.006;1521
1708;0.006;1393
1726;0.005;1693
280;0.003;351
265;0.002;127
273;0.002;442
238;0.002;306
271;0.002;561
279;0.002;71
299;0.002;66
268;0.002;96
256;0.001;100
459;0.002;259
467;0.003;442
469;0.003;349
445;0.002;205
408;0.003;370
465;0.002;171
517;0.002;191
478;0.003;439
461;0.004;881
133;0.002;71
123;0.002;57
144;0.002;109
126;0.002;73
136;0.002;120
137;0.002;55
135;0.002;141
148;0.002;55
150;0.002;127
1334;0.009;1900
1365;0.006;561
1399;0.009;1096
1272;0.005;296
1242;0.006;509
1282;0.006;337
1359;0.005;1889
1310;0.007;1045
1256;0.006;1011
252;0.002;253
265;0.002;73
230;0.002;193
300;0.002;241
280;0.003;221
278;0.003;121
272;0.003;121
260;0.002;78
273;0.002;181
2701;0.008;2803
2714;0.01;1387
2759;0.008;1849
2620;0.011;1195
2676;0.008;2226
2710;0.007;1369
2731;0.008;2017
2710;0.007;715
2551;0.009;744
380;0.002;361
404;0.003;163
408;0.003;386
475;0.003;411
402;0.003;326
408;0.004;373
402;0.003;214
418;0.003;241
387;0.003;89
687;0.004;394
654;0.004;473
732;0.003;1126
702;0.004;673
658;0.003;355
680;0.004;309
676;0.005;801
709;0.004;247
635;0.004;289
162;0.002;139
187;0.002;133
197;0.003;73
171;0.003;97
157;0.003;57
181;0.003;86
162;0.003;57
181;0.002;91
167;0.002;82
1824;0.008;1423
1813;0.007;889
1804;0.009;1051
1731;0.006;696
1777;0.007;1091
1832;0.009;1066
1930;0.007;626
1783;0.006;877
1829;0.01;901
362;0.003;109
414;0.003;154
369;0.004;169
378;0.004;148
366;0.005;451
370;0.003;111
339;0.003;103
349;0.004;73
345;0.003;209
3506;0.009;893
3638;0.013;2674
3465;0.009;1337
3494;0.01;741
3657;0.01;793
3662;0.013;1777
3602;0.013;1697
3655;0.011;1241
3537;0.01;3257
541;0.004;577
549;0.003;137
553;0.003;204
570;0.003;99
490;0.004;226
525;0.004;513
526;0.003;295
600;0.004;177
557;0.003;153
884;0.006;485
913;0.007;299
887;0.005;397
925;0.004;415
885;0.004;208
841;0.005;518
844;0.005;337
889;0.005;225
896;0.004;257
224;0.003;57
219;0.002;127
173;0.002;113
215;0.002;127
242;0.005;49
186;0.003;97
244;0.003;81
239;0.002;82
205;0.002;79
2158;0.009;483
2133;0.01;1267
2253;0.01;1689
2300;0.008;703
2280;0.009;865
2182;0.011;1405
2185;0.009;1086
2235;0.009;1128
2228;0.01;751
433;0.003;97
436;0.004;401
467;0.003;217
459;0.004;260
481;0.003;361
440;0.004;280
428;0.003;185
496;0.004;128
467;0.004;122
4500;0.014;1673
4316;0.012;1075
4515;0.011;1520
4593;0.012;2261
4271;0.013;2321
4611;0.012;2881
4201;0.01;1633
4506;0.017;1941
4335;0.012;2146
600;0.004;172
714;0.005;372
658;0.004;204
676;0.005;547
670;0.004;161
688;0.005;625
664;0.005;491
675;0.004;189
664;0.005;433
1169;0.007;393
1058;0.008;469
1183;0.007;226
1189;0.006;953
1160;0.008;400
1094;0.005;288
1146;0.006;386
1093;0.006;519
1129;0.007;730
